id,athlete_id,games_id,event_id,coach_id,medal_id,result_value,result_unit,is_record_holder,notes
7166,7166,25,195,8,4,269.236,points,Olympic Record,-
7167,7167,25,301,3,1,11.684,touches,No,Record broken next day
7168,7168,35,294,24,4,5799.108,seconds,No,Disqualified (false start)
7169,7169,33,35,20,1,61.681,seconds,No,-
7170,7170,22,42,15,1,221.905,seconds,No,Youngest competitor
7171,7171,1,71,3,1,7.874,points,No,Oldest medalist
7172,7172,7,29,25,1,10.184,goals,No,-
7173,7173,35,200,22,1,111.446,metres,No,Oldest medalist
7174,7174,26,156,4,1,3318.477,seconds,No,Final Appearance
7175,7175,28,140,5,4,122.783,metres,No,Weather-affected
7176,7176,30,159,9,1,10.476,points,No,-
7177,7177,10,316,8,1,221.386,seconds,No,-
7178,7178,5,149,20,1,2.284,points,No,Comeback after injury
7179,7179,18,49,26,1,167.705,points,No,-
7180,7180,9,4,18,1,6474.214,seconds,No,-
7181,7181,5,28,12,1,5374.515,seconds,No,-
7182,7182,2,218,26,4,71.903,points,No,-
7183,7183,5,222,27,1,357.495,points,No,National Record
7184,7184,5,138,23,1,540.136,seconds,No,-
7185,7185,37,115,4,3,9.95,points,No,Personal Best
7186,7186,1,17,2,1,40.465,points,No,-
7187,7187,34,248,17,1,704.253,seconds,No,-
7188,7188,4,46,24,1,12.234,goals,No,Comeback after injury
7189,7189,36,35,23,1,74.373,seconds,No,Withdrew - injury
7190,7190,3,3,2,1,282.478,points,Olympic Record,Weather-affected
7191,7191,18,91,16,1,247.265,points,No,First from country
7192,7192,2,197,14,1,90.074,points,No,Disqualified (false start)
7193,7193,29,58,20,1,8.884,points,No,-
7194,7194,7,17,9,1,17.167,points,No,Withdrew - injury
7195,7195,33,145,14,1,1561.66,seconds,No,Photo-finish silver
7196,7196,13,196,23,1,462.431,points,No,-
7197,7197,38,298,1,2,633.336,seconds,No,-
7198,7198,25,173,3,4,8.105,points,No,Withdrew - injury
7199,7199,17,67,4,1,2140.065,seconds,No,Final Appearance
7200,7200,10,304,12,2,438.274,seconds,No,Record broken next day
7201,7201,19,16,16,1,424.431,seconds,No,National Record
7202,7202,33,286,6,1,5422.778,seconds,No,Weather-affected
7203,7203,6,227,4,1,5.635,points,No,Comeback after injury
7204,7204,20,140,12,1,115.494,metres,No,Weather-affected
7205,7205,9,225,5,1,12.858,points,No,Oldest medalist
7206,7206,14,120,1,1,469.021,seconds,No,Olympic Debut
7207,7207,18,21,6,3,4.345,points,No,-
7208,7208,37,248,27,2,542.883,seconds,No,First from country
7209,7209,24,35,15,1,57.059,seconds,No,First from country
7210,7210,15,246,21,2,15.598,points,No,-
7211,7211,17,153,23,1,49.976,seconds,No,Record broken next day
7212,7212,17,76,28,1,5.215,goals,Olympic Record,Disqualified (false start)
7213,7213,39,115,4,3,9.598,points,No,Withdrew - injury
7214,7214,29,58,11,1,11.107,points,No,-
7215,7215,7,158,13,1,13.806,points,No,-
7216,7216,1,226,5,2,190.126,points,No,Olympic Debut
7217,7217,34,76,13,1,1.429,goals,No,Technical violation
7218,7218,5,166,17,1,394.663,points,No,-
7219,7219,30,63,9,1,133.726,seconds,No,Youngest competitor
7220,7220,13,55,7,1,5.923,points,No,Weather-affected
7221,7221,19,249,13,1,426.978,seconds,No,Youngest competitor
7222,7222,37,26,20,1,156.061,points,No,Withdrew - injury
7223,7223,9,104,25,1,28.664,points,World Record,-
7224,7224,1,303,12,3,15.465,points,No,Olympic Debut
7225,7225,12,158,25,3,12.013,points,No,-
7226,7226,14,21,5,1,3.685,ippon,No,Record broken next day
7227,7227,28,130,6,3,150.173,seconds,No,Youngest competitor
7228,7228,14,150,18,3,6.632,points,No,-
7229,7229,1,279,8,1,3.148,points,No,-
7230,7230,34,100,18,1,66.164,points,Olympic Record,-
7231,7231,36,100,17,2,52.125,points,No,-
7232,7232,4,81,12,1,285.794,points,No,Comeback after injury
7233,7233,34,82,12,3,3.097,goals,No,Olympic Debut
7234,7234,38,159,14,2,1.908,points,No,National Record
7235,7235,24,159,14,4,7.453,points,No,Equipment issue
7236,7236,4,316,2,1,34.955,seconds,No,Disqualified (false start)
7237,7237,6,287,8,2,13217.753,seconds,World Record,-
7238,7238,1,74,1,1,5.933,points,No,Disqualified (false start)
7239,7239,1,22,25,1,3.755,points,World Record,Technical violation
7240,7240,25,287,8,3,2153.229,seconds,No,Youngest competitor
7241,7241,21,190,23,4,139.141,seconds,Olympic Record,Withdrew - injury
7242,7242,5,251,13,1,336.458,points,No,Personal Best
7243,7243,7,165,17,1,12.893,points,No,Oldest medalist
7244,7244,2,219,3,1,177.696,seconds,No,Technical violation
7245,7245,13,142,23,1,7.832,points,No,First from country
7246,7246,20,11,2,1,179.788,seconds,No,-
7247,7247,15,208,27,1,196.958,seconds,No,-
7248,7248,5,287,21,1,12029.419,seconds,No,Technical violation
7249,7249,28,93,27,1,68.426,points,No,-
7250,7250,5,142,18,3,13.795,points,No,First from country
7251,7251,15,149,8,1,1.727,points,No,-
7252,7252,16,20,6,4,4.005,sets,No,-
7253,7253,1,92,27,1,7291.945,seconds,Olympic Record,Equipment issue
7254,7254,13,174,7,1,1.419,points,No,Record broken next day
7255,7255,24,76,24,1,11.518,goals,No,-
7256,7256,27,42,14,1,85.743,seconds,World Record,Weather-affected
7257,7257,39,190,6,1,52.922,seconds,No,Weather-affected
7258,7258,7,123,20,1,6069.869,seconds,No,Record broken next day
7259,7259,28,118,2,1,284.083,seconds,No,Record broken next day
7260,7260,1,284,8,3,6146.846,seconds,No,Final Appearance
7261,7261,9,79,5,3,4.927,points,No,-
7262,7262,19,41,6,1,36.55,points,No,Record broken next day
7263,7263,1,178,22,1,4.093,sets,No,-
7264,7264,27,42,2,1,233.836,seconds,No,-
7265,7265,18,104,23,1,26.463,points,No,-
7266,7266,19,6,24,2,18.14,points,No,Youngest competitor
7267,7267,9,174,27,1,5.465,ippon,No,-
7268,7268,25,97,11,1,345.127,points,No,-
7269,7269,19,20,8,1,5.657,sets,No,Youngest competitor
7270,7270,27,159,10,1,7.661,points,No,-
7271,7271,22,245,20,1,87.901,seconds,No,Technical violation
7272,7272,7,168,15,4,294.334,points,No,-
7273,7273,18,175,14,1,452.569,seconds,No,-
7274,7274,10,168,11,1,288.427,points,No,Equipment issue
7275,7275,26,82,9,1,11.176,goals,No,-
7276,7276,25,28,10,1,4895.744,seconds,No,Technical violation
7277,7277,16,10,17,1,1.535,points,No,-
7278,7278,5,83,17,1,72.504,seconds,No,Personal Best
7279,7279,30,76,8,1,2.794,goals,No,Photo-finish silver
7280,7280,17,35,26,1,49.999,seconds,No,Comeback after injury
7281,7281,32,115,16,1,3.151,points,No,-
7282,7282,4,121,12,1,369.848,kg,No,Equipment issue
7283,7283,33,59,12,1,175.644,seconds,No,National Record
7284,7284,37,317,14,1,2620.319,seconds,No,-
7285,7285,4,320,10,1,58.2,seconds,No,First from country
7286,7286,15,111,16,1,223.684,points,No,Weather-affected
7287,7287,6,27,16,4,8.11,points,No,Technical violation
7288,7288,9,99,23,1,8.035,points,No,-
7289,7289,26,64,10,1,198.193,seconds,No,Disqualified (false start)
7290,7290,25,181,25,1,12295.331,seconds,No,Withdrew - injury
7291,7291,2,275,5,1,117.734,metres,No,Olympic Debut
7292,7292,7,90,28,1,1.402,points,No,-
7293,7293,18,122,24,1,1.772,ippon,No,Final Appearance
7294,7294,19,254,14,1,216.629,points,No,Photo-finish silver
7295,7295,2,20,7,1,305.891,points,No,Final Appearance
7296,7296,16,121,16,1,376.446,kg,No,Oldest medalist
7297,7297,20,115,19,1,1.435,points,No,Olympic Debut
7298,7298,15,30,21,1,5.828,sets,No,-
7299,7299,17,24,15,1,394.961,seconds,No,Personal Best
7300,7300,24,82,1,1,6.689,goals,No,Technical violation
7301,7301,5,271,20,2,266.796,seconds,No,First from country
7302,7302,4,75,9,4,375.564,seconds,No,-
7303,7303,5,57,17,1,281.215,points,No,-
7304,7304,15,307,5,2,150.908,seconds,No,Photo-finish silver
7305,7305,14,246,11,1,13.906,points,No,-
7306,7306,16,29,24,1,14.915,goals,No,Disqualified (false start)
7307,7307,30,63,18,4,93.718,seconds,No,Weather-affected
7308,7308,25,98,7,1,259.532,kg,No,Oldest medalist
7309,7309,37,136,11,1,397.671,seconds,No,Olympic Debut
7310,7310,16,101,28,1,443.497,seconds,No,First from country
7311,7311,9,41,19,1,5.666,points,No,Photo-finish silver
7312,7312,17,20,10,1,134.487,seconds,No,First from country
7313,7313,8,315,8,1,2321.813,seconds,No,Youngest competitor
7314,7314,32,20,12,1,194.032,points,No,-
7315,7315,5,68,7,1,12.415,points,No,-
7316,7316,12,32,20,1,255.794,points,No,Youngest competitor
7317,7317,13,66,23,1,5420.034,seconds,No,Weather-affected
7318,7318,28,115,3,3,1.379,points,No,Season Best
7319,7319,9,114,19,1,270.166,seconds,No,Final Appearance
7320,7320,17,300,11,1,59.974,points,No,-
7321,7321,25,46,10,1,3.377,goals,No,-
7322,7322,4,212,5,3,3.529,points,No,Personal Best
7323,7323,7,17,8,4,15.818,points,No,First from country
7324,7324,1,134,18,1,266.417,seconds,No,Equipment issue
7325,7325,8,59,7,1,775.742,seconds,No,-
7326,7326,14,27,20,1,16.617,points,No,Season Best
7327,7327,24,113,7,1,3400.356,seconds,No,Equipment issue
7328,7328,33,300,18,1,61.842,points,No,Oldest medalist
7329,7329,10,271,5,1,391.581,seconds,No,-
7330,7330,13,187,22,1,573.083,points,No,Record broken next day
7331,7331,17,34,19,1,930.993,seconds,No,Personal Best
7332,7332,7,227,11,1,10.726,points,No,Technical violation
7333,7333,34,113,18,2,1904.186,seconds,No,-
7334,7334,16,305,5,1,482.919,seconds,No,Personal Best
7335,7335,36,59,25,1,87.03,seconds,No,Comeback after injury
7336,7336,33,82,4,1,9.104,goals,No,National Record
7337,7337,24,295,22,1,216.342,seconds,No,Photo-finish silver
7338,7338,34,259,7,1,189.794,seconds,No,Season Best
7339,7339,37,153,5,1,87.385,seconds,No,Youngest competitor
7340,7340,27,60,8,2,148.248,seconds,No,Withdrew - injury
7341,7341,17,85,9,3,119.493,metres,Olympic Record,Equipment issue
7342,7342,18,71,8,1,21.524,points,No,-
7343,7343,13,103,13,1,102.317,seconds,No,Final Appearance
7344,7344,12,25,19,1,5.925,points,No,-
7345,7345,27,153,23,1,129.372,seconds,No,Oldest medalist
7346,7346,25,222,16,1,337.268,points,No,First from country
7347,7347,29,20,16,1,189.348,points,Olympic Record,Withdrew - injury
7348,7348,26,11,20,1,171.026,seconds,No,Equipment issue
7349,7349,9,124,14,1,366.972,seconds,No,Final Appearance
7350,7350,22,58,4,4,3.767,points,No,Disqualified (false start)
7351,7351,27,267,23,1,6899.559,seconds,No,Season Best
7352,7352,24,238,22,1,60.611,points,No,Record broken next day
7353,7353,35,2,8,1,118.364,metres,No,Technical violation
7354,7354,24,3,20,1,234.359,points,No,-
7355,7355,32,76,18,2,3.039,goals,No,-
7356,7356,19,41,14,1,7.789,points,No,-
7357,7357,16,240,3,1,12.749,touches,No,Equipment issue
7358,7358,1,204,13,1,40.514,seconds,No,Record broken next day
7359,7359,31,115,8,2,4.47,points,No,Disqualified (false start)
7360,7360,25,30,17,1,1.051,sets,No,First from country
7361,7361,37,30,6,1,105.444,seconds,No,-
7362,7362,10,41,24,3,10.474,points,No,Record broken next day
7363,7363,25,70,16,1,385.956,kg,No,-
7364,7364,1,227,12,1,8.079,points,No,Technical violation
7365,7365,19,99,26,1,15.774,points,No,Final Appearance
7366,7366,18,41,14,1,23.15,points,No,Photo-finish silver
7367,7367,10,45,27,1,11.265,points,No,Weather-affected
7368,7368,18,166,1,1,582.272,points,Olympic Record,Oldest medalist
7369,7369,23,82,5,1,0.655,goals,No,Weather-affected
7370,7370,11,35,8,2,77.56,seconds,No,Record broken next day
7371,7371,16,66,25,1,5062.907,seconds,No,-
7372,7372,4,4,17,1,5343.867,seconds,No,National Record
7373,7373,13,233,10,1,8.476,points,No,First from country
7374,7374,7,119,27,1,15.934,points,No,-
7375,7375,24,286,18,1,4965.809,seconds,No,Withdrew - injury
7376,7376,1,45,13,2,12.726,points,No,Equipment issue
7377,7377,15,44,6,1,39.82,points,No,Season Best
7378,7378,15,265,20,1,952.086,seconds,No,-
7379,7379,16,68,26,4,16.343,points,No,Technical violation
7380,7380,16,162,18,1,449.768,seconds,No,Equipment issue
7381,7381,26,42,3,1,81.322,seconds,No,Withdrew - injury
7382,7382,15,299,17,1,511.716,seconds,No,-
7383,7383,1,152,22,1,224.914,points,No,National Record
7384,7384,12,222,19,1,337.19,points,No,Comeback after injury
7385,7385,1,152,26,1,257.291,points,No,-
7386,7386,24,207,7,1,79.768,seconds,No,Withdrew - injury
7387,7387,34,258,20,1,149.513,seconds,No,Olympic Debut
7388,7388,26,82,18,1,8.117,goals,No,-
7389,7389,31,26,16,1,203.01,points,No,Youngest competitor
7390,7390,39,65,18,1,159.054,seconds,Olympic Record,Disqualified (false start)
7391,7391,8,137,15,4,205.885,seconds,No,-
7392,7392,12,91,19,1,283.359,points,No,Equipment issue
7393,7393,9,22,27,2,1.361,points,No,Personal Best
7394,7394,4,206,9,1,3.229,points,No,Personal Best
7395,7395,4,316,26,1,151.002,seconds,No,Weather-affected
7396,7396,6,152,16,1,167.624,points,No,Oldest medalist
7397,7397,22,146,19,1,179.647,seconds,No,-
7398,7398,10,281,3,1,522.041,seconds,No,-
7399,7399,11,300,25,1,63.96,points,No,First from country
7400,7400,18,211,16,1,242.124,seconds,No,-
7401,7401,14,246,19,1,15.486,points,No,First from country
7402,7402,23,56,26,2,94.422,points,No,Withdrew - injury
7403,7403,4,108,25,1,306.853,kg,No,Season Best
7404,7404,7,246,28,1,15.227,points,No,Disqualified (false start)
7405,7405,4,22,27,4,5.867,points,Olympic Record,-
7406,7406,28,3,25,1,201.985,points,No,Oldest medalist
7407,7407,37,20,3,1,90.486,seconds,No,National Record
7408,7408,28,159,3,1,4.8,points,No,Oldest medalist
7409,7409,4,174,7,1,6.542,ippon,No,-
7410,7410,38,115,5,1,5.054,points,No,Weather-affected
7411,7411,13,18,17,4,268.533,points,Olympic Record,Comeback after injury
7412,7412,38,153,3,1,118.936,seconds,No,National Record
7413,7413,12,4,16,1,7334.482,seconds,No,Oldest medalist
7414,7414,12,173,8,1,1.615,points,No,Olympic Debut
7415,7415,14,44,14,3,35.152,points,No,Olympic Debut
7416,7416,11,60,16,1,393.271,seconds,No,Season Best
7417,7417,4,166,18,3,358.866,points,No,-
7418,7418,5,88,12,1,3.001,points,No,National Record
7419,7419,12,274,6,1,191.546,seconds,No,Final Appearance
7420,7420,29,311,4,3,5855.534,seconds,No,Photo-finish silver
7421,7421,11,2,10,1,116.965,metres,No,Comeback after injury
7422,7422,18,45,13,3,11.759,points,No,Record broken next day
7423,7423,10,29,15,1,5.065,goals,No,-
7424,7424,23,76,6,1,7.526,goals,No,Youngest competitor
7425,7425,4,98,1,1,273.66,kg,No,First from country
7426,7426,14,29,5,1,10.01,goals,No,-
7427,7427,26,18,18,1,2116.258,seconds,No,-
7428,7428,33,86,19,1,181.713,seconds,No,Comeback after injury
7429,7429,23,76,26,1,8.302,goals,No,-
7430,7430,12,174,12,1,9.433,ippon,No,Personal Best
7431,7431,23,140,11,1,141.283,metres,No,Oldest medalist
7432,7432,4,292,2,1,84.761,seconds,No,-
7433,7433,24,130,2,1,46.927,seconds,No,-
7434,7434,3,219,7,1,75.094,seconds,No,Comeback after injury
7435,7435,12,165,4,1,15.732,points,No,Comeback after injury
7436,7436,8,35,28,1,86.17,seconds,No,-
7437,7437,12,38,2,1,2.086,points,No,Personal Best
7438,7438,19,222,28,3,549.716,points,No,Comeback after injury
7439,7439,10,280,13,1,392.539,seconds,No,Technical violation
7440,7440,13,110,5,1,4469.947,seconds,No,-
7441,7441,29,20,18,1,244.46,points,No,Disqualified (false start)
7442,7442,28,190,20,1,71.601,seconds,World Record,-
7443,7443,13,254,27,3,201.486,points,No,Final Appearance
7444,7444,1,18,26,3,254.845,points,No,National Record
7445,7445,4,232,9,3,15.971,points,No,Technical violation
7446,7446,6,79,13,1,3.583,points,No,-
7447,7447,37,76,16,3,1.13,goals,No,Disqualified (false start)
7448,7448,10,4,2,1,7351.905,seconds,No,Photo-finish silver
7449,7449,9,38,7,1,1.179,points,No,Photo-finish silver
7450,7450,23,93,14,3,76.704,points,No,-
7451,7451,18,25,27,4,2.991,points,No,Disqualified (false start)
7452,7452,3,2,5,2,104.371,metres,No,First from country
7453,7453,7,165,6,1,12.876,points,Olympic Record,-
7454,7454,5,131,22,4,6.805,points,Olympic Record,-
7455,7455,23,3,14,1,280.106,points,No,Oldest medalist
7456,7456,16,157,3,1,4.367,touches,No,Equipment issue
7457,7457,9,270,25,1,103.81,seconds,No,Comeback after injury
7458,7458,12,187,12,1,548.873,points,No,Oldest medalist
7459,7459,4,4,18,2,6298.43,seconds,No,Comeback after injury
7460,7460,34,159,6,1,8.632,points,No,-
7461,7461,4,51,3,1,171.279,points,No,-
7462,7462,6,187,9,1,354.765,points,No,Withdrew - injury
7463,7463,7,222,7,1,274.971,points,No,Oldest medalist
7464,7464,9,164,11,1,529.113,seconds,No,-
7465,7465,19,25,14,2,7.959,points,No,Weather-affected
7466,7466,4,18,10,1,273.398,points,No,-
7467,7467,15,151,21,4,1.257,ippon,No,-
7468,7468,26,32,13,1,85.974,metres,No,Record broken next day
7469,7469,14,71,6,1,30.932,points,No,-
7470,7470,2,11,25,1,211.512,seconds,No,Personal Best
7471,7471,23,261,7,1,309.916,seconds,No,-
7472,7472,26,115,18,1,11.155,points,No,Weather-affected
7473,7473,25,149,18,1,2.878,ippon,No,Equipment issue
7474,7474,15,287,6,2,4798.626,seconds,No,Equipment issue
7475,7475,31,20,11,3,179.277,points,No,Photo-finish silver
7476,7476,8,247,12,1,75.564,points,Olympic Record,Record broken next day
7477,7477,21,30,19,2,54.332,seconds,Olympic Record,Olympic Debut
7478,7478,7,28,28,1,6924.871,seconds,No,Personal Best
7479,7479,24,53,22,1,333.736,seconds,No,National Record
7480,7480,35,3,23,3,195.349,points,No,Oldest medalist
7481,7481,6,149,13,1,1.224,ippon,No,-
7482,7482,1,237,9,1,10.071,touches,No,Equipment issue
7483,7483,22,315,11,2,5985.758,seconds,No,-
7484,7484,13,17,28,1,21.642,points,No,Photo-finish silver
7485,7485,35,76,13,1,8.331,goals,No,Personal Best
7486,7486,9,37,11,1,586.925,seconds,No,Disqualified (false start)
7487,7487,26,112,18,1,2169.66,seconds,No,-
7488,7488,9,4,1,3,4439.828,seconds,No,Photo-finish silver
7489,7489,10,99,14,1,26.842,points,No,Photo-finish silver
7490,7490,8,36,7,1,112.021,seconds,Olympic Record,Withdrew - injury
7491,7491,1,203,10,1,242.538,points,No,-
7492,7492,11,257,15,1,95.4,seconds,No,Personal Best
7493,7493,14,44,12,1,7.391,points,No,Withdrew - injury
7494,7494,30,317,24,1,6493.293,seconds,No,-
7495,7495,13,321,9,1,477.259,seconds,Olympic Record,First from country
7496,7496,19,19,25,1,325.928,seconds,No,-
7497,7497,4,174,13,1,6.326,ippon,No,Final Appearance
7498,7498,33,36,7,1,119.038,seconds,Olympic Record,Record broken next day
7499,7499,31,275,14,1,140.109,metres,Olympic Record,Comeback after injury
7500,7500,33,308,3,1,5730.886,seconds,No,Technical violation
7501,7501,6,212,19,2,3.663,points,No,Comeback after injury
7502,7502,25,13,19,2,479.114,kg,No,Record broken next day
7503,7503,1,73,10,1,535.215,seconds,No,-
7504,7504,31,153,13,1,78.335,seconds,No,Record broken next day
7505,7505,1,128,19,1,5.391,sets,No,Disqualified (false start)
7506,7506,4,27,2,3,19.473,points,No,Final Appearance
7507,7507,6,81,23,1,243.885,points,No,Final Appearance
7508,7508,31,69,1,1,4457.8,seconds,No,Record broken next day
7509,7509,1,139,14,3,4.857,points,No,Withdrew - injury
7510,7510,16,158,5,3,16.119,points,No,-
7511,7511,16,164,16,1,563.298,seconds,No,National Record
7512,7512,6,284,12,4,8154.147,seconds,Olympic Record,First from country
7513,7513,29,48,10,1,131.084,metres,No,-
7514,7514,30,36,10,1,63.894,seconds,No,Personal Best
7515,7515,11,100,10,1,51.982,points,No,-
7516,7516,30,136,1,1,397.936,seconds,No,Final Appearance
7517,7517,10,250,28,2,24.664,seconds,No,First from country
7518,7518,13,173,28,1,14.2,points,Olympic Record,Technical violation
7519,7519,2,100,17,1,75.224,points,No,Comeback after injury
7520,7520,9,123,21,1,7360.297,seconds,No,Withdrew - injury
7521,7521,34,223,22,1,3181.224,seconds,No,Oldest medalist
7522,7522,32,48,22,1,97.108,metres,No,Technical violation
7523,7523,17,93,12,3,62.729,points,Olympic Record,Weather-affected
7524,7524,37,11,17,1,125.358,seconds,No,National Record
7525,7525,25,4,27,1,4902.602,seconds,No,Photo-finish silver
7526,7526,28,35,1,1,127.953,seconds,No,-
7527,7527,24,210,11,1,3546.458,seconds,No,Disqualified (false start)
7528,7528,6,125,23,1,16.474,points,No,Technical violation
7529,7529,19,6,4,1,5.797,points,No,-
7530,7530,12,128,15,3,1.49,sets,No,-
7531,7531,29,31,14,1,206.768,seconds,No,Final Appearance
7532,7532,14,91,19,1,251.36,points,Olympic Record,First from country
7533,7533,19,140,28,1,278.677,points,No,Olympic Debut
7534,7534,1,75,20,1,928.986,seconds,Olympic Record,Final Appearance
7535,7535,37,302,9,1,1409.705,seconds,No,Youngest competitor
7536,7536,36,3,6,1,162.097,seconds,No,-
7537,7537,12,281,4,3,196.096,seconds,No,Disqualified (false start)
7538,7538,1,32,2,1,1.927,ippon,No,Disqualified (false start)
7539,7539,14,98,2,1,441.475,kg,No,-
7540,7540,6,71,19,3,6.372,points,No,Youngest competitor
7541,7541,19,182,9,1,168.415,points,No,Olympic Debut
7542,7542,38,35,27,1,179.777,seconds,No,Oldest medalist
7543,7543,5,38,3,1,2.522,points,No,-
7544,7544,35,145,26,1,2289.451,seconds,No,-
7545,7545,22,48,16,1,118.923,metres,No,Olympic Debut
7546,7546,3,35,8,1,145.953,seconds,No,Final Appearance
7547,7547,15,138,23,1,554.448,seconds,Olympic Record,Photo-finish silver
7548,7548,21,48,7,1,80.126,metres,No,-
7549,7549,8,207,16,1,124.147,seconds,No,Weather-affected
7550,7550,8,36,24,1,50.067,seconds,Olympic Record,Personal Best
7551,7551,22,268,16,3,772.008,seconds,No,-
7552,7552,1,109,6,1,256.912,points,No,-
7553,7553,6,16,16,1,346.164,seconds,No,Personal Best
7554,7554,9,304,10,1,573.57,seconds,No,Oldest medalist
7555,7555,10,110,27,4,5951.526,seconds,No,Final Appearance
7556,7556,9,38,4,1,6.176,points,No,-
7557,7557,5,21,6,1,5.052,ippon,Olympic Record,Disqualified (false start)
7558,7558,30,218,15,1,86.528,points,Olympic Record,Disqualified (false start)
7559,7559,10,46,1,1,6.622,goals,Olympic Record,-
7560,7560,12,250,20,3,213.639,seconds,No,Personal Best
7561,7561,21,129,21,4,343.192,seconds,No,Withdrew - injury
7562,7562,32,20,5,1,152.577,seconds,No,National Record
7563,7563,35,311,6,2,2902.876,seconds,No,-
7564,7564,21,85,16,1,115.207,metres,No,-
7565,7565,21,177,1,1,208.087,seconds,No,Equipment issue
7566,7566,18,181,24,1,6432.983,seconds,No,Disqualified (false start)
7567,7567,9,157,25,4,5.052,touches,No,National Record
7568,7568,31,264,20,1,281.942,seconds,No,-
7569,7569,9,46,3,1,14.741,goals,No,Withdrew - injury
7570,7570,19,226,18,1,231.95,points,No,-
7571,7571,4,88,18,1,5.306,points,No,Comeback after injury
7572,7572,25,46,18,1,2.001,goals,No,Weather-affected
7573,7573,27,268,7,1,99.691,seconds,No,-
7574,7574,18,285,23,2,256.751,points,No,National Record
7575,7575,21,58,20,1,2.844,points,No,-
7576,7576,37,133,9,4,1732.08,seconds,No,Photo-finish silver
7577,7577,18,270,4,1,205.228,seconds,No,National Record
7578,7578,21,302,2,1,3468.187,seconds,No,Photo-finish silver
7579,7579,28,53,1,1,122.016,seconds,No,-
7580,7580,39,40,18,1,378.781,seconds,Olympic Record,Disqualified (false start)
7581,7581,20,82,27,1,3.1,goals,Olympic Record,Olympic Debut
7582,7582,6,181,10,1,10435.452,seconds,No,Photo-finish silver
7583,7583,29,153,22,1,150.011,seconds,No,Weather-affected
7584,7584,15,203,12,1,249.347,points,No,Technical violation
7585,7585,10,4,4,1,6496.546,seconds,Olympic Record,First from country
7586,7586,1,28,4,2,6858.511,seconds,No,Record broken next day
7587,7587,9,166,5,1,307.805,points,No,Technical violation
7588,7588,23,200,5,1,120.104,metres,No,Photo-finish silver
7589,7589,3,85,23,3,125.005,metres,No,Personal Best
7590,7590,10,186,16,1,3.242,touches,No,Disqualified (false start)
7591,7591,27,2,27,3,121.094,metres,No,Weather-affected
7592,7592,25,232,19,1,15.713,points,Olympic Record,Withdrew - injury
7593,7593,9,32,24,1,240.005,points,No,Comeback after injury
7594,7594,6,128,28,1,2.347,sets,Olympic Record,Equipment issue
7595,7595,14,79,25,2,10.568,points,No,First from country
7596,7596,14,52,18,1,8.201,points,No,First from country
7597,7597,26,219,4,1,178.456,seconds,No,Withdrew - injury
7598,7598,22,86,2,1,169.372,seconds,No,Season Best
7599,7599,26,28,25,1,2810.646,seconds,No,Record broken next day
7600,7600,4,32,20,3,275.825,points,No,-
7601,7601,39,82,12,3,11.614,goals,No,Final Appearance
7602,7602,13,149,14,1,2.424,ippon,No,-
7603,7603,7,246,8,1,15.928,points,No,-
7604,7604,16,120,7,1,495.59,seconds,No,Youngest competitor
7605,7605,6,5,25,3,561.674,seconds,No,Photo-finish silver
7606,7606,16,32,15,1,1.312,ippon,No,Withdrew - injury
7607,7607,13,187,4,1,450.865,points,No,Final Appearance
7608,7608,19,18,19,1,260.432,points,No,Technical violation
7609,7609,15,319,9,1,9.453,touches,No,Oldest medalist
7610,7610,5,9,23,1,273.493,points,No,-
7611,7611,10,293,5,1,80.785,seconds,No,National Record
7612,7612,16,128,17,1,5.505,sets,Olympic Record,-
7613,7613,16,109,15,4,516.653,points,No,-
7614,7614,32,234,9,1,58.186,seconds,No,Weather-affected
7615,7615,5,73,23,1,204.839,seconds,No,-
7616,7616,4,46,7,1,13.842,goals,Olympic Record,Technical violation
7617,7617,25,227,11,1,7.886,points,No,Olympic Debut
7618,7618,18,99,17,4,8.046,points,No,Technical violation
7619,7619,29,23,18,1,164.936,points,No,National Record
7620,7620,16,269,8,1,270.872,seconds,No,-
7621,7621,12,193,25,2,189.86,seconds,No,-
7622,7622,30,82,2,1,6.874,goals,No,-
7623,7623,15,44,23,1,38.19,points,No,Record broken next day
7624,7624,31,275,22,1,125.889,metres,No,-
7625,7625,14,18,9,3,292.748,points,No,National Record
7626,7626,25,278,21,3,451.576,seconds,No,-
7627,7627,10,111,3,1,213.007,points,No,Oldest medalist
7628,7628,33,23,21,3,252.763,points,No,-
7629,7629,15,95,2,1,579.979,seconds,No,-
7630,7630,14,290,27,1,12783.872,seconds,No,-
7631,7631,19,99,19,1,5.597,points,No,Season Best
7632,7632,11,42,27,4,177.163,seconds,No,Equipment issue
7633,7633,13,29,9,1,14.367,goals,No,-
7634,7634,21,63,28,1,396.828,seconds,Olympic Record,-
7635,7635,16,6,2,1,12.856,points,No,-
7636,7636,33,60,11,1,87.748,seconds,No,First from country
7637,7637,25,14,14,1,4.113,touches,No,Season Best
7638,7638,30,24,26,1,143.234,seconds,No,-
7639,7639,39,132,19,1,398.233,seconds,No,First from country
7640,7640,10,287,15,1,5391.818,seconds,No,Disqualified (false start)
7641,7641,13,87,8,1,421.591,points,No,-
7642,7642,15,99,7,1,21.121,points,No,Technical violation
7643,7643,24,102,4,1,264.852,seconds,No,Withdrew - injury
7644,7644,4,105,28,1,300.392,kg,No,-
